unit_key	command_stars
ntw3_cav_light_097_022_0995_tow_001_com_0468	3
ntw3_cav_light_098_006_0996_com_0469	3
ntw3_cav_light_098_006_0996_tow_004_com_0469	3
ntw3_cav_light_098_008_0998_com_0470	1
ntw3_cav_light_098_008_0998_tow_004_com_0470	1
ntw3_cav_light_098_999_0997_com_1324	1
ntw3_cav_light_098_999_0997_tow_004_com_1324	1
ntw3_cav_light_099_004_1000_com_0472	1
ntw3_cav_light_099_004_1000_tow_002_com_0472	1
ntw3_cav_light_099_005_1001_com_0473	2
ntw3_cav_light_099_005_1001_tow_002_com_0473	2
ntw3_cav_light_100_001_1002_com_0474	3
ntw3_cav_light_100_001_1002_tow_002_com_0474	3
ntw3_cav_light_100_005_1003_com_0475	7
ntw3_cav_light_100_005_1003_com_0476	2
ntw3_cav_light_100_005_1003_tow_002_com_0475	7
ntw3_cav_light_100_005_1003_tow_002_com_0476	2
ntw3_cav_light_100_007_1004_com_0477	1
ntw3_cav_light_100_007_1004_tow_002_com_0477	1
ntw3_cav_light_101_001_1007_com_0480	4
ntw3_cav_light_101_001_1007_tow_002_com_0480	4
ntw3_cav_light_101_002_1008_com_0481	2
ntw3_cav_light_101_002_1008_tow_002_com_0481	2
ntw3_cav_light_102_008_1009_com_0482	3
ntw3_cav_light_102_008_1009_tow_002_com_0482	3
ntw3_cav_light_102_011_1010_com_0483	2
ntw3_cav_light_102_011_1010_tow_002_com_0483	2
ntw3_cav_light_102_016_1011_com_0484	3
ntw3_cav_light_102_016_1011_tow_002_com_0484	3
ntw3_cav_light_103_009_1014_com_0487	1
ntw3_cav_light_103_009_1014_tow_002_com_0487	1
ntw3_cav_light_103_010_1013_com_0486	2
ntw3_cav_light_103_010_1013_tow_002_com_0486	2
ntw3_cav_light_104_003_1016_com_0489	4
ntw3_cav_light_104_003_1016_tow_002_com_0489	4
ntw3_cav_light_104_010_1017_com_0490	1
ntw3_cav_light_104_010_1017_tow_002_com_0490	1
ntw3_cav_light_105_999_1018_com_0491	4
ntw3_cav_light_105_999_1018_tow_002_com_0491	4
ntw3_cav_light_105_999_1019_com_0492	3
ntw3_cav_light_105_999_1019_tow_002_com_0492	3
ntw3_cav_light_106_020_1020_com_0493	1
ntw3_cav_light_106_020_1020_tow_002_com_0493	1
ntw3_cav_light_108_005_1022_com_1427	7
ntw3_cav_light_108_005_1022_tow_047_com_1427	7
ntw3_cav_light_108_007_1023_com_1426	5
ntw3_cav_light_108_007_1023_tow_047_com_1426	5
ntw3_cav_light_108_007_2316_com_1432	3
ntw3_cav_light_108_007_2316_tow_047_com_1432	3
ntw3_cav_light_108_011_1025_com_1428	4
ntw3_cav_light_108_011_1025_tow_047_com_1428	4
ntw3_cav_light_108_016_1027_com_1429	1
ntw3_cav_light_108_016_1027_tow_047_com_1429	1
ntw3_cav_light_109_001_2300_com_1436	2
ntw3_cav_light_109_001_2300_tow_047_com_1436	2
ntw3_cav_light_109_002_2301_com_1437	1
ntw3_cav_light_109_002_2301_tow_047_com_1437	1
ntw3_cav_light_110_001_2263_com_1385	1
ntw3_cav_light_110_001_2263_tow_047_com_1385	1
ntw3_cav_light_110_003_2265_com_1387	1
ntw3_cav_light_110_003_2265_tow_047_com_1387	1
ntw3_cav_light_111_003_2318_com_1447	1
ntw3_cav_light_111_003_2318_tow_047_com_1447	1
ntw3_cav_light_111_019_2319_com_1448	2
ntw3_cav_light_111_019_2319_tow_047_com_1448	2
ntw3_cav_light_112_999_2017_com_0944	2
ntw3_cav_light_112_999_2017_com_1456	4
ntw3_cav_light_112_999_2017_tow_047_com_0944	2
ntw3_cav_light_112_999_2017_tow_047_com_1456	4
ntw3_cav_light_113_004_2080_com_1145	3
ntw3_cav_light_113_004_2080_tow_048_com_1145	3
ntw3_cav_light_113_999_2082_com_1147	1
ntw3_cav_light_113_999_2082_tow_048_com_1147	1
ntw3_cav_light_114_999_2272_com_1394	2
ntw3_cav_light_114_999_2272_tow_047_com_1394	2
ntw3_cav_light_115_005_2086_com_1152	2
ntw3_cav_light_115_005_2086_tow_048_com_1152	2
ntw3_cav_light_116_999_2280_com_1409	3
ntw3_cav_light_116_999_2280_tow_048_com_1409	3
ntw3_cav_light_116_999_2286_com_1414	1
ntw3_cav_light_116_999_2286_tow_048_com_1414	1
ntw3_cav_light_117_001_1030_com_0496	2
ntw3_cav_light_117_001_1030_com_0496	2
ntw3_cav_light_117_001_1030_tow_028_com_0496	2
ntw3_cav_light_117_001_1030_tow_028_com_0496	2
ntw3_cav_light_117_002_1029_com_0495	3
ntw3_cav_light_117_002_1029_tow_028_com_0495	3
ntw3_cav_light_117_002_2513_com_1612	3
ntw3_cav_light_117_002_2513_tow_028_com_1612	3
ntw3_cav_light_117_003_1031_com_0497	1
ntw3_cav_light_117_003_1031_com_0497	1
ntw3_cav_light_117_003_1031_tow_028_com_0497	1
ntw3_cav_light_117_003_1031_tow_028_com_0497	1
ntw3_cav_light_118_007_1035_com_0500	4
ntw3_cav_light_118_007_1035_com_0500	4
ntw3_cav_light_118_007_1035_tow_027_com_0500	4
ntw3_cav_light_118_007_1035_tow_027_com_0500	4
ntw3_cav_light_118_023_1033_com_1633	2
ntw3_cav_light_118_023_1033_tow_027_com_1633	2
ntw3_cav_light_118_024_1034_com_0499	2
ntw3_cav_light_118_024_1034_com_0499	2
ntw3_cav_light_118_024_1034_tow_027_com_0499	2
ntw3_cav_light_118_024_1034_tow_027_com_0499	2
ntw3_cav_light_119_001_1040_com_0929	1
ntw3_cav_light_119_001_1040_com_0929	1
ntw3_cav_light_119_001_1040_tow_028_com_0929	1
ntw3_cav_light_119_001_1040_tow_028_com_0929	1
ntw3_cav_light_119_002_1041_com_0504	2
ntw3_cav_light_119_002_1041_com_0504	2
ntw3_cav_light_119_002_1041_tow_028_com_0504	2
ntw3_cav_light_119_002_1041_tow_028_com_0504	2
ntw3_cav_light_119_004_1038_com_0502	2
ntw3_cav_light_119_004_1038_com_0502	2
ntw3_cav_light_119_004_1038_tow_028_com_0502	2
ntw3_cav_light_119_004_1038_tow_028_com_0502	2
ntw3_cav_light_119_011_1036_com_0501	1
ntw3_cav_light_119_011_1036_com_0501	1
ntw3_cav_light_119_011_1036_tow_028_com_0501	1
ntw3_cav_light_119_011_1036_tow_028_com_0501	1
ntw3_cav_light_120_002_1046_com_1472	1
ntw3_cav_light_120_002_1046_com_1472	1
ntw3_cav_light_120_002_1046_tow_028_com_1472	1
ntw3_cav_light_120_002_1046_tow_028_com_1472	1
ntw3_cav_light_120_003_1047_com_0510	4
ntw3_cav_light_120_003_1047_com_0510	4
ntw3_cav_light_120_003_1047_tow_028_com_0510	4
ntw3_cav_light_120_003_1047_tow_028_com_0510	4
ntw3_cav_light_120_003_1086_com_1549	1
ntw3_cav_light_120_003_1086_com_1549	1
ntw3_cav_light_120_003_1086_tow_028_com_1549	1
ntw3_cav_light_120_003_1086_tow_028_com_1549	1
ntw3_cav_light_120_004_1042_com_1551	2
ntw3_cav_light_120_004_1042_com_1551	2
ntw3_cav_light_120_004_1042_tow_028_com_1551	2
ntw3_cav_light_120_004_1042_tow_028_com_1551	2
ntw3_cav_light_120_006_1043_com_1550	4
ntw3_cav_light_120_006_1043_com_1550	4
ntw3_cav_light_120_006_1043_tow_028_com_1550	4
ntw3_cav_light_120_006_1043_tow_028_com_1550	4
ntw3_cav_light_120_009_1045_com_0508	2
ntw3_cav_light_120_009_1045_com_0508	2
ntw3_cav_light_120_009_1045_tow_028_com_0508	2
ntw3_cav_light_120_009_1045_tow_028_com_0508	2
ntw3_cav_light_120_019_1044_com_0506	3
ntw3_cav_light_120_019_1044_com_0506	3
ntw3_cav_light_120_019_1044_com_0507	1
ntw3_cav_light_120_019_1044_com_0507	1
ntw3_cav_light_120_019_1044_tow_028_com_0506	3
ntw3_cav_light_120_019_1044_tow_028_com_0506	3
ntw3_cav_light_120_019_1044_tow_028_com_0507	1
ntw3_cav_light_120_019_1044_tow_028_com_0507	1
ntw3_cav_light_121_004_1050_com_0513	1
ntw3_cav_light_121_004_1050_com_0513	1
ntw3_cav_light_121_004_1050_tow_028_com_0513	1
ntw3_cav_light_121_004_1050_tow_028_com_0513	1
ntw3_cav_light_121_005_1051_com_0514	1
ntw3_cav_light_121_005_1051_com_0514	1
ntw3_cav_light_121_005_1051_tow_028_com_0514	1
ntw3_cav_light_121_005_1051_tow_028_com_0514	1
ntw3_cav_light_121_013_1048_com_0511	2
ntw3_cav_light_121_013_1048_com_0511	2
ntw3_cav_light_121_013_1048_tow_028_com_0511	2
ntw3_cav_light_121_013_1048_tow_028_com_0511	2
ntw3_cav_light_123_999_1693_com_1469	3
ntw3_cav_light_123_999_1693_tow_029_com_1469	3
ntw3_cav_light_123_999_2041_com_1570	1
ntw3_cav_light_123_999_2041_com_1570	1
ntw3_cav_light_123_999_2041_tow_029_com_1570	1
ntw3_cav_light_123_999_2041_tow_029_com_1570	1
ntw3_cav_light_124_001_1055_com_0515	1
ntw3_cav_light_124_001_1055_com_0515	1
ntw3_cav_light_124_001_1055_tow_028_com_0515	1
ntw3_cav_light_124_001_1055_tow_028_com_0515	1
ntw3_cav_light_125_999_1058_com_0517	4
ntw3_cav_light_125_999_1058_com_0517	4
ntw3_cav_light_125_999_1058_tow_027_com_0517	4
ntw3_cav_light_125_999_1058_tow_029_com_0517	4
ntw3_cav_light_127_999_1069_com_0523	1
ntw3_cav_light_127_999_1069_com_0523	1
ntw3_cav_light_127_999_1069_tow_029_com_0523	1
ntw3_cav_light_127_999_1069_tow_029_com_0523	1
ntw3_cav_light_127_999_1076_com_1568	1
ntw3_cav_light_127_999_1076_tow_029_com_1568	1
ntw3_cav_light_127_999_1077_com_1569	2
ntw3_cav_light_127_999_1077_tow_029_com_1569	2
ntw3_cav_light_128_001_1070_com_0524	3
ntw3_cav_light_128_001_1070_com_0524	1
ntw3_cav_light_128_001_1070_tow_029_com_0524	3
ntw3_cav_light_128_001_1070_tow_029_com_0524	1
ntw3_cav_light_128_003_1072_com_0527	2
ntw3_cav_light_128_003_1072_com_0527	2
ntw3_cav_light_128_003_1072_tow_029_com_0527	2
ntw3_cav_light_128_003_1072_tow_029_com_0527	2
ntw3_cav_light_128_006_1074_com_0528	1
ntw3_cav_light_128_006_1074_com_0528	1
ntw3_cav_light_128_006_1074_tow_029_com_0528	1
ntw3_cav_light_128_006_1074_tow_029_com_0528	1
ntw3_cav_light_128_007_2669_com_1742	1
ntw3_cav_light_128_007_2669_tow_029_com_1742	1
ntw3_cav_light_128_008_1075_com_0529	3
ntw3_cav_light_128_008_1075_com_0529	3
ntw3_cav_light_128_008_1075_tow_029_com_0529	3
ntw3_cav_light_128_008_1075_tow_029_com_0529	3
ntw3_cav_light_129_999_1076_com_1568	1
ntw3_cav_light_129_999_1076_tow_027_com_1568	1
ntw3_cav_light_129_999_1077_com_1569	3
ntw3_cav_light_129_999_1077_tow_027_com_1569	3
ntw3_cav_light_130_999_1079_com_0534	2
ntw3_cav_light_130_999_1079_com_0534	2
ntw3_cav_light_130_999_1079_tow_028_com_0534	2
ntw3_cav_light_130_999_1079_tow_028_com_0534	2
ntw3_cav_light_130_999_1080_com_0535	1
ntw3_cav_light_130_999_1080_com_0535	1
ntw3_cav_light_130_999_1080_tow_028_com_0535	1
ntw3_cav_light_130_999_1080_tow_028_com_0535	1
ntw3_cav_light_131_001_1052_com_1547	1
ntw3_cav_light_131_001_1052_com_1547	1
ntw3_cav_light_131_001_1052_com_1615	3
ntw3_cav_light_131_001_1052_tow_028_com_1547	1
ntw3_cav_light_131_001_1052_tow_028_com_1547	1
ntw3_cav_light_131_001_1052_tow_028_com_1615	3
ntw3_cav_light_131_002_1053_com_1548	1
ntw3_cav_light_131_002_1053_com_1548	1
ntw3_cav_light_131_002_1053_tow_028_com_1548	1
ntw3_cav_light_131_002_1053_tow_028_com_1548	1
ntw3_cav_light_131_003_1094_com_0549	1
ntw3_cav_light_131_003_1094_com_0549	1
ntw3_cav_light_131_003_1094_tow_028_com_0549	1
ntw3_cav_light_131_003_1094_tow_028_com_0549	1
ntw3_cav_light_131_005_1081_com_0536	1
ntw3_cav_light_131_005_1081_com_0536	1
ntw3_cav_light_131_005_1081_tow_028_com_0536	1
ntw3_cav_light_131_005_1081_tow_028_com_0536	1
ntw3_cav_light_131_006_1082_com_0537	1
ntw3_cav_light_131_006_1082_com_0537	1
ntw3_cav_light_131_006_1082_tow_028_com_0537	1
ntw3_cav_light_131_006_1082_tow_028_com_0537	1
ntw3_cav_light_131_006_1092_com_0547	1
ntw3_cav_light_131_006_1092_com_0547	1
ntw3_cav_light_131_006_1092_tow_028_com_0547	1
ntw3_cav_light_131_006_1092_tow_028_com_0547	1
ntw3_cav_light_131_008_1093_com_0548	2
ntw3_cav_light_131_008_1093_com_0548	2
ntw3_cav_light_131_008_1093_tow_028_com_0548	2
ntw3_cav_light_131_008_1093_tow_028_com_0548	2
ntw3_cav_light_131_009_1085_com_0540	1
ntw3_cav_light_131_009_1085_com_0540	1
ntw3_cav_light_131_009_1085_tow_028_com_0540	1
ntw3_cav_light_131_009_1085_tow_028_com_0540	1
ntw3_cav_light_131_011_1088_com_0543	3
ntw3_cav_light_131_011_1088_com_0543	3
ntw3_cav_light_131_011_1088_tow_028_com_0543	3
ntw3_cav_light_131_011_1088_tow_028_com_0543	3
ntw3_cav_light_131_012_1089_com_0544	2
ntw3_cav_light_131_012_1089_com_0544	2
ntw3_cav_light_131_012_1089_tow_028_com_0544	2
ntw3_cav_light_131_012_1089_tow_028_com_0544	2
ntw3_cav_light_131_016_1090_com_0545	1
ntw3_cav_light_131_016_1090_com_0545	1
ntw3_cav_light_131_016_1090_tow_028_com_0545	1
ntw3_cav_light_131_016_1090_tow_028_com_0545	1
ntw3_cav_light_131_999_2333_com_1564	2
ntw3_cav_light_131_999_2333_tow_028_com_1564	2
ntw3_cav_light_132_003_1097_com_0552	3
ntw3_cav_light_132_003_1097_tow_003_com_0552	3
ntw3_cav_light_132_007_1096_com_0551	4
ntw3_cav_light_132_007_1096_tow_003_com_0551	4
ntw3_cav_light_133_001_1098_com_0553	1
ntw3_cav_light_133_001_1098_tow_003_com_0553	1
ntw3_cav_light_133_006_1099_com_0554	2
ntw3_cav_light_133_006_1099_tow_003_com_0554	2
ntw3_cav_light_134_009_1102_com_0557	2
ntw3_cav_light_134_009_1102_tow_003_com_0557	2
ntw3_cav_light_134_012_1100_com_0555	2
ntw3_cav_light_134_012_1100_tow_003_com_0555	2
ntw3_cav_light_135_008_1104_com_0559	2
ntw3_cav_light_135_008_1104_tow_003_com_0559	2
ntw3_cav_light_137_001_1106_com_0561	1
ntw3_cav_light_137_001_1106_tow_003_com_0561	1
ntw3_cav_light_137_005_1108_com_0563	2
ntw3_cav_light_137_005_1108_tow_003_com_0563	2
ntw3_cav_light_139_999_1110_com_0565	2
ntw3_cav_light_139_999_1110_tow_003_com_0565	2
ntw3_cav_light_140_002_1111_com_0566	3
ntw3_cav_light_140_002_1111_tow_021_com_0566	3
ntw3_cav_light_140_005_1112_com_0567	1
ntw3_cav_light_140_005_1112_tow_021_com_0567	1
ntw3_cav_light_141_004_1113_com_0568	1
ntw3_cav_light_141_004_1113_tow_021_com_0568	1
ntw3_cav_light_142_010_1114_com_0569	1
ntw3_cav_light_142_010_1114_tow_021_com_0569	1
ntw3_cav_light_142_026_1115_com_0570	1
ntw3_cav_light_142_026_1115_tow_021_com_0570	1
ntw3_cav_light_143_010_1117_com_0572	2
ntw3_cav_light_143_010_1117_tow_021_com_0572	2
ntw3_cav_light_144_003_1120_com_0574	1
ntw3_cav_light_144_003_1120_tow_021_com_0574	1
ntw3_cav_light_148_022_1131_com_0583	1
ntw3_cav_light_148_022_1131_tow_021_com_0583	1
ntw3_cav_light_149_003_2110_com_1204	1
ntw3_cav_light_149_003_2110_tow_022_com_1204	1
ntw3_cav_light_149_022_2107_com_1211	1
ntw3_cav_light_149_022_2107_tow_022_com_1211	1
ntw3_cav_light_149_026_2115_com_1159	4
ntw3_cav_light_149_026_2115_tow_022_com_1159	4
ntw3_cav_light_150_002_2374_com_1468	2
ntw3_cav_light_150_002_2374_tow_022_com_1468	2
ntw3_cav_light_150_010_2122_com_1221	2
ntw3_cav_light_150_010_2122_tow_022_com_1221	2
ntw3_cav_light_150_010_2124_com_1225	2
ntw3_cav_light_150_010_2124_tow_022_com_1225	2
ntw3_cav_light_153_028_2172_com_1186	3
ntw3_cav_light_153_028_2172_tow_022_com_1186	3
ntw3_cav_light_157_003_1366_com_1371	2
ntw3_cav_light_157_003_1366_tow_030_com_1371	2
ntw3_cav_light_157_004_1372_com_1374	1
ntw3_cav_light_157_004_1372_tow_030_com_1374	1
ntw3_cav_light_158_999_1368_com_1366	2
ntw3_cav_light_158_999_1368_tow_030_com_1366	2
ntw3_cav_light_158_999_1376_com_1451	1
ntw3_cav_light_158_999_1376_tow_030_com_1451	1
ntw3_cav_light_159_999_2062_com_1099	1
ntw3_cav_light_159_999_2062_tow_031_com_1099	1
ntw3_cav_light_160_003_2046_com_1090	2
ntw3_cav_light_160_003_2046_tow_031_com_1090	2
ntw3_cav_light_160_004_2054_com_1093	5
ntw3_cav_light_160_004_2054_tow_031_com_1093	5
ntw3_cav_light_160_006_2047_com_1091	3
ntw3_cav_light_160_006_2047_tow_031_com_1091	3
ntw3_cav_light_160_007_2057_com_1095	2
ntw3_cav_light_160_007_2057_tow_031_com_1095	2
ntw3_cav_light_161_005_2044_com_1081	1
ntw3_cav_light_161_005_2044_com_1082	2
ntw3_cav_light_161_005_2044_tow_031_com_1081	1
ntw3_cav_light_161_005_2044_tow_031_com_1082	2
ntw3_cav_light_162_007_2042_com_1077	3
ntw3_cav_light_162_007_2042_com_1079	1
ntw3_cav_light_162_007_2042_tow_031_com_1077	3
ntw3_cav_light_162_007_2042_tow_031_com_1079	1
ntw3_cav_light_162_009_2043_com_1080	3
ntw3_cav_light_162_009_2043_tow_031_com_1080	3
ntw3_cav_light_163_001_1135_com_0586	1
ntw3_cav_light_163_001_1135_tow_020_com_0586	1
ntw3_cav_light_163_011_1136_com_0587	2
ntw3_cav_light_163_011_1136_tow_020_com_0587	2
ntw3_cav_light_163_014_1134_com_0585	1
ntw3_cav_light_163_014_1134_tow_020_com_0585	1
ntw3_cav_light_163_016_1137_com_0588	2
ntw3_cav_light_163_016_1137_tow_020_com_0588	2
ntw3_cav_light_163_023_1133_com_0584	1
ntw3_cav_light_163_023_1133_tow_020_com_0584	1
ntw3_cav_light_165_999_1140_com_0591	1
ntw3_cav_light_165_999_1140_tow_020_com_0591	1
ntw3_cav_light_168_999_1153_com_0601	1
ntw3_cav_light_168_999_1153_tow_019_com_0601	1
ntw3_cav_light_170_006_1158_com_0605	1
ntw3_cav_light_170_006_1158_tow_020_com_0605	1
ntw3_cav_light_170_012_1157_com_0604	3
ntw3_cav_light_170_012_1157_tow_020_com_0604	3
ntw3_cav_light_171_001_2051_com_1088	1
ntw3_cav_light_171_001_2051_tow_049_com_1088	1
ntw3_cav_light_171_014_2049_com_1086	1
ntw3_cav_light_171_014_2049_tow_049_com_1086	1
ntw3_cav_light_171_016_2050_com_1087	2
ntw3_cav_light_171_016_2050_tow_049_com_1087	2
ntw3_cav_light_172_013_2066_com_1138	2
ntw3_cav_light_172_013_2066_tow_049_com_1138	2
ntw3_cav_light_173_999_2072_com_1112	2
ntw3_cav_light_173_999_2072_tow_049_com_1112	2
ntw3_cav_light_174_999_2142_com_1179	1
ntw3_cav_light_174_999_2142_tow_050_com_1179	1
ntw3_cav_light_174_999_2168_com_1180	1
ntw3_cav_light_174_999_2168_tow_050_com_1180	1
ntw3_cav_light_175_999_2183_com_1194	1
ntw3_cav_light_175_999_2183_tow_050_com_1194	1
ntw3_cav_light_175_999_2184_com_1183	2
ntw3_cav_light_175_999_2184_tow_050_com_1183	2
ntw3_cav_light_175_999_2185_com_1188	3
ntw3_cav_light_175_999_2185_tow_050_com_1188	3
ntw3_cav_light_175_999_2186_com_1197	3
ntw3_cav_light_175_999_2186_tow_050_com_1197	3
ntw3_cav_light_175_999_2195_com_1201	2
ntw3_cav_light_175_999_2195_tow_050_com_1201	2
ntw3_cav_light_176_999_2221_com_1327	1
ntw3_cav_light_176_999_2221_tow_050_com_1327	1
ntw3_cav_light_176_999_2228_com_1338	2
ntw3_cav_light_176_999_2228_tow_050_com_1338	2
ntw3_cav_light_176_999_2229_com_1335	1
ntw3_cav_light_176_999_2229_tow_050_com_1335	1
ntw3_cav_light_177_999_2236_com_1339	2
ntw3_cav_light_177_999_2236_tow_050_com_1339	2
ntw3_cav_light_178_999_2238_com_1340	1
ntw3_cav_light_178_999_2238_tow_050_com_1340	1
ntw3_cav_light_178_999_2239_com_1342	2
ntw3_cav_light_178_999_2239_tow_050_com_1342	2
ntw3_cav_light_178_999_2242_com_1344	2
ntw3_cav_light_178_999_2242_tow_050_com_1344	2
ntw3_cav_light_178_999_2243_com_1346	3
ntw3_cav_light_178_999_2243_tow_050_com_1346	3
ntw3_cav_light_178_999_2245_com_1341	4
ntw3_cav_light_178_999_2245_tow_050_com_1341	4
ntw3_cav_light_178_999_2246_com_1348	1
ntw3_cav_light_178_999_2246_tow_050_com_1348	1
ntw3_cav_light_178_999_2247_com_1350	1
ntw3_cav_light_178_999_2247_tow_050_com_1350	1
ntw3_cav_light_178_999_2249_com_1352	1
ntw3_cav_light_178_999_2249_tow_050_com_1352	1
ntw3_cav_light_179_999_1160_com_1360	1
ntw3_cav_light_179_999_2253_com_1353	2
ntw3_cav_light_181_999_1163_com_0608	1
ntw3_cav_light_181_999_1163_tow_017_com_0608	1
ntw3_cav_light_182_999_1164_com_0609	1
ntw3_cav_light_182_999_1164_tow_017_com_0609	1
ntw3_cav_light_183_999_1166_com_0611	3
ntw3_cav_light_183_999_1166_com_0611	3
ntw3_cav_light_183_999_1166_com_1650	2
ntw3_cav_light_183_999_1166_tow_013_com_0611	3
ntw3_cav_light_183_999_1166_tow_013_com_0611	3
ntw3_cav_light_183_999_1166_tow_013_com_1650	2
ntw3_cav_light_184_999_1171_com_0613	2
ntw3_cav_light_184_999_1171_com_0614	1
ntw3_cav_light_184_999_1171_tow_013_com_0613	2
ntw3_cav_light_184_999_1171_tow_013_com_0614	1
ntw3_cav_light_184_999_1173_com_0617	3
ntw3_cav_light_184_999_1173_tow_013_com_0617	3
ntw3_cav_light_186_999_1172_com_0615	1
ntw3_cav_light_186_999_1172_com_0616	2
ntw3_cav_light_186_999_1172_tow_013_com_0615	1
ntw3_cav_light_186_999_1172_tow_013_com_0616	2
ntw3_cav_light_187_999_1171_com_0613	2
ntw3_cav_light_187_999_1171_com_0614	1
ntw3_cav_light_187_999_1171_tow_013_com_0613	2
ntw3_cav_light_187_999_1171_tow_013_com_0614	1
ntw3_cav_light_187_999_1172_com_0615	1
ntw3_cav_light_187_999_1172_com_0616	2
ntw3_cav_light_187_999_1172_tow_013_com_0615	1
ntw3_cav_light_187_999_1172_tow_013_com_0616	2
ntw3_cav_light_187_999_1173_com_0617	3
ntw3_cav_light_187_999_1173_tow_013_com_0617	3
ntw3_cav_light_190_999_1175_com_0619	1
ntw3_cav_light_190_999_1175_tow_013_com_0619	1
ntw3_cav_light_190_999_1176_com_0620	3
ntw3_cav_light_190_999_1176_com_0620	3
ntw3_cav_light_190_999_1176_tow_013_com_0620	3
ntw3_cav_light_190_999_1176_tow_013_com_0620	3
ntw3_cav_light_190_999_1177_com_0621	3
ntw3_cav_light_190_999_1177_com_0621	3
ntw3_cav_light_190_999_1177_com_0622	1
ntw3_cav_light_190_999_1177_com_0622	1
ntw3_cav_light_190_999_1177_tow_013_com_0621	3
ntw3_cav_light_190_999_1177_tow_013_com_0621	3
ntw3_cav_light_190_999_1177_tow_013_com_0622	1
ntw3_cav_light_190_999_1177_tow_013_com_0622	1
ntw3_cav_light_192_005_2488_com_1572	2
ntw3_cav_light_192_005_2488_tow_013_com_1572	2
ntw3_cav_light_192_999_1180_com_0624	2
ntw3_cav_light_192_999_1180_com_0624	2
ntw3_cav_light_192_999_1180_tow_013_com_0624	2
ntw3_cav_light_192_999_1180_tow_013_com_0624	2
ntw3_cav_light_192_999_1181_com_0625	2
ntw3_cav_light_192_999_1181_com_0625	2
ntw3_cav_light_192_999_1181_tow_013_com_0625	2
ntw3_cav_light_192_999_1181_tow_013_com_0625	2
ntw3_cav_light_192_999_2488_com_1572	2
ntw3_cav_light_192_999_2488_tow_013_com_1572	2
ntw3_cav_light_193_003_1182_com_0626	2
ntw3_cav_light_196_999_1187_com_0627	1
ntw3_cav_light_196_999_1187_tow_018_com_0627	1
ntw3_cav_light_198_001_2197_com_1214	1
ntw3_cav_light_198_001_2197_tow_025_com_1214	1
ntw3_cav_light_198_002_1195_com_0629	1
ntw3_cav_light_198_002_1195_tow_025_com_0629	1
ntw3_cav_light_203_006_1217_com_0634	3
ntw3_cav_light_203_012_1223_com_0635	4
ntw3_cav_light_208_031_1320_com_1461	2
ntw3_cav_light_208_044_1319_com_0647	3
ntw3_cav_light_214_015_1396_com_0656	4
ntw3_cav_light_214_018_1397_com_1463	1
ntw3_cav_light_242_006_2100_com_1163	1
ntw3_cav_light_242_006_2102_com_1162	3
ntw3_cav_light_242_009_2103_com_1158	1
ntw3_cav_light_242_025_2092_com_1165	2
ntw3_cav_light_244_002_2029_com_1132	3
ntw3_cav_light_244_002_2029_tow_046_com_1132	3
ntw3_cav_light_244_002_2075_com_1129	1
ntw3_cav_light_244_002_2075_tow_046_com_1129	1
ntw3_cav_light_244_005_2028_com_1127	4
ntw3_cav_light_244_005_2028_com_1135	2
ntw3_cav_light_244_005_2028_tow_046_com_1127	4
ntw3_cav_light_244_005_2028_tow_046_com_1135	2
ntw3_cav_light_244_009_2077_com_1142	1
ntw3_cav_light_244_009_2077_tow_046_com_1142	1
ntw3_cav_light_245_002_2073_com_1117	1
ntw3_cav_light_245_002_2073_tow_046_com_1117	1
ntw3_cav_light_246_999_2214_com_1318	1
ntw3_cav_light_246_999_2214_tow_002_com_1318	1
ntw3_cav_light_247_005_2187_com_1234	1
ntw3_cav_light_247_005_2187_tow_022_com_1234	1
ntw3_cav_light_248_001_2266_com_1400	1
ntw3_cav_light_248_001_2266_tow_047_com_1400	1
ntw3_cav_light_248_002_2268_com_1397	4
ntw3_cav_light_248_002_2268_tow_047_com_1397	4
ntw3_cav_light_249_999_2377_com_1573	3
ntw3_cav_light_249_999_2377_com_1573	3
ntw3_cav_light_249_999_2377_tow_013_com_1573	3
ntw3_cav_light_249_999_2377_tow_013_com_1573	3
ntw3_cav_light_249_999_2386_com_1581	2
ntw3_cav_light_249_999_2386_com_1581	2
ntw3_cav_light_249_999_2386_tow_013_com_1581	2
ntw3_cav_light_249_999_2386_tow_013_com_1581	2
ntw3_cav_light_254_999_2349_com_1603	1
ntw3_cav_light_254_999_2349_tow_052_com_1603	1
ntw3_cav_light_258_999_2394_com_1486	1
ntw3_cav_light_258_999_2394_tow_051_com_1486	1
ntw3_cav_light_259_999_2391_com_1491	1
ntw3_cav_light_259_999_2391_tow_051_com_1491	1
ntw3_cav_light_259_999_2397_com_1492	3
ntw3_cav_light_259_999_2397_tow_051_com_1492	3
ntw3_cav_light_263_999_2503_com_1595	3
ntw3_cav_light_263_999_2503_com_1595	3
ntw3_cav_light_263_999_2503_tow_013_com_1595	3
ntw3_cav_light_263_999_2503_tow_013_com_1595	3
ntw3_cav_light_273_004_2440_com_1498	4
ntw3_cav_light_279_001_2473_com_1540	2
ntw3_cav_light_279_001_2473_com_1540	2
ntw3_cav_light_279_001_2480_com_1556	1
ntw3_cav_light_279_001_2480_com_1556	1
ntw3_cav_light_279_001_2480_com_1556	1
ntw3_cav_light_279_001_2480_tow_055_com_1556	1
