key	faction	allowed
ntw3_cav_light_052_001_0862	ntw3_ac_b08_x6_052	true
ntw3_cav_light_052_001_0862_com_0397	ntw3_ac_b08_x6_052	true
ntw3_cav_light_052_011_0859	ntw3_ac_b08_x6_052	true
ntw3_cav_light_052_011_0859_com_0394	ntw3_ac_b08_x6_052	true
ntw3_cav_light_052_012_0860	ntw3_ac_b08_x6_052	true
ntw3_cav_light_052_012_0860_com_0395	ntw3_ac_b08_x6_052	true
ntw3_cav_light_054_999_0863	ntw3_ac_b08_x6_054	true
ntw3_cav_light_054_999_0863_com_0398	ntw3_ac_b08_x6_054	true
ntw3_cav_light_054_999_2000	ntw3_ac_b08_x6_054	true
ntw3_cav_light_054_999_2000_com_0912	ntw3_ac_b08_x6_054	true
ntw3_cav_light_054_999_2000_com_0913	ntw3_ac_b08_x6_054	true
ntw3_cav_light_054_999_2001	ntw3_ac_b08_x6_054	true
ntw3_cav_light_055_009_0866	ntw3_ac_b08_x7_055	true
ntw3_cav_light_055_009_0866_com_0903	ntw3_ac_b08_x7_055	true
ntw3_cav_light_055_009_0866_tow_045	ntw3_tow_b08_x8_045	true
ntw3_cav_light_055_009_0866_tow_045_com_0903	ntw3_tow_b08_x8_045	true
ntw3_cav_light_056_002_0867	ntw3_ac_b08_x7_056	true
ntw3_cav_light_056_002_0867_com_0908	ntw3_ac_b08_x7_056	true
ntw3_cav_light_056_002_0867_tow_045	ntw3_tow_b08_x8_045	true
ntw3_cav_light_056_002_0867_tow_045_com_0908	ntw3_tow_b08_x8_045	true
ntw3_cav_light_056_012_0868	ntw3_ac_b08_x7_056	true
ntw3_cav_light_056_012_0868_com_0906	ntw3_ac_b08_x7_056	true
ntw3_cav_light_056_012_0868_tow_045	ntw3_tow_b08_x8_045	true
ntw3_cav_light_056_012_0868_tow_045_com_0906	ntw3_tow_b08_x8_045	true
ntw3_cav_light_057_005_0869	ntw3_ac_b12_x5_057	true
ntw3_cav_light_057_005_0869_com_0399	ntw3_ac_b12_x5_057	true
ntw3_cav_light_057_005_0869_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_057_005_0869_tow_012_com_0399	ntw3_tow_b12_x8_012	true
ntw3_cav_light_057_999_0870	ntw3_ac_b12_x5_057	true
ntw3_cav_light_057_999_0870_com_0400	ntw3_ac_b12_x5_057	true
ntw3_cav_light_057_999_0870_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_057_999_0870_tow_012_com_0400	ntw3_tow_b12_x8_012	true
ntw3_cav_light_059_999_0871	ntw3_ac_b12_x5_059	true
ntw3_cav_light_059_999_0871_com_0401	ntw3_ac_b12_x5_059	true
ntw3_cav_light_059_999_0871_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_059_999_0871_tow_012_com_0401	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_001_0879	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_001_0879_com_0408	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_001_0879_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_001_0879_tow_012_com_0408	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_001_0883	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_001_0883_com_0412	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_001_0883_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_001_0883_tow_012_com_0412	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_002_0880	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_002_0880_com_0409	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_002_0880_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_002_0880_tow_012_com_0409	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_002_0882	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_002_0882_com_0411	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_002_0882_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_002_0882_tow_012_com_0411	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_003_0881	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_003_0881_com_0410	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_003_0881_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_003_0881_tow_012_com_0410	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_004_0886	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_004_0886_com_0415	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_004_0886_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_004_0886_tow_012_com_0415	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_006_0877	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_006_0877_com_0406	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_006_0877_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_006_0877_tow_012_com_0406	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_007_0890	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_007_0890_com_0419	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_007_0890_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_007_0890_tow_012_com_0419	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_008_0878	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_008_0878_com_0407	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_008_0878_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_008_0878_tow_012_com_0407	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_010_0888	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_010_0888_com_0417	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_010_0888_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_010_0888_tow_012_com_0417	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_011_0872	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_011_0872_com_0402	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_011_0872_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_011_0872_tow_012_com_0402	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_012_0887	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_012_0887_com_0416	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_012_0887_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_012_0887_tow_012_com_0416	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_013_0873	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_013_0873_com_1375	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_013_0873_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_013_0873_tow_012_com_1375	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_015_0884	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_015_0884_com_0413	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_015_0884_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_015_0884_tow_012_com_0413	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_016_0889	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_016_0889_com_0418	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_016_0889_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_016_0889_tow_012_com_0418	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_018_0885	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_018_0885_com_0414	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_018_0885_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_018_0885_tow_012_com_0414	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_023_0874	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_023_0874_com_0403	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_023_0874_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_023_0874_tow_012_com_0403	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_999_0875	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_999_0875_com_0404	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_999_0875_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_999_0875_tow_012_com_0404	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_999_0876	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_999_0876_com_0405	ntw3_ac_b12_r6_060	true
ntw3_cav_light_060_999_0876_tow_012	ntw3_tow_b12_x8_012	true
ntw3_cav_light_060_999_0876_tow_012_com_0405	ntw3_tow_b12_x8_012	true
ntw3_cav_light_062_001_2012	ntw3_ac_b12_x6_062	true
ntw3_cav_light_062_001_2012_com_0945	ntw3_ac_b12_x6_062	true
ntw3_cav_light_062_001_2012_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_062_001_2012_tow_011_com_0945	ntw3_tow_b12_x8_011	true
ntw3_cav_light_062_004_2013	ntw3_ac_b12_x6_062	true
ntw3_cav_light_062_004_2013_com_0938	ntw3_ac_b12_x6_062	true
ntw3_cav_light_062_004_2013_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_062_004_2013_tow_011_com_0938	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_003_0891	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_003_0891_com_0952	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_003_0891_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_003_0891_tow_011_com_0952	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_005_2256	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_005_2256_com_1377	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_005_2256_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_005_2256_tow_011_com_1377	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_011_0894	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_011_0894_com_0421	ntw3_ac_b12_x6_063	true
ntw3_cav_light_063_011_0894_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_063_011_0894_tow_011_com_0421	ntw3_tow_b12_x8_011	true
ntw3_cav_light_064_008_0895	ntw3_ac_b12_x6_064	true
ntw3_cav_light_064_008_0895_com_0957	ntw3_ac_b12_x6_064	true
ntw3_cav_light_064_008_0895_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_064_008_0895_tow_011_com_0957	ntw3_tow_b12_x8_011	true
ntw3_cav_light_064_009_2022	ntw3_ac_b12_x6_064	true
ntw3_cav_light_064_009_2022_com_0955	ntw3_ac_b12_x6_064	true
ntw3_cav_light_064_009_2022_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_064_009_2022_tow_011_com_0955	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_006_0897	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_006_0897_com_0964	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_006_0897_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_006_0897_tow_011_com_0964	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_008_0898	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_008_0898_com_0424	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_008_0898_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_008_0898_tow_011_com_0424	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_010_0896	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_010_0896_com_0423	ntw3_ac_b12_x6_065	true
ntw3_cav_light_065_010_0896_tow_011	ntw3_tow_b12_x8_011	true
ntw3_cav_light_065_010_0896_tow_011_com_0423	ntw3_tow_b12_x8_011	true
ntw3_cav_light_066_999_0899	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0899_com_0425	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0899_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0899_tow_015_com_0425	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0900	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0900_com_0426	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0900_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0900_tow_015_com_0426	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0901	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0901_com_0427	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0901_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0901_tow_015_com_0427	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0902	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0902_com_0428	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0902_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0902_tow_015_com_0428	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0903	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0903_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0904	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0904_com_0429	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0904_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0904_tow_015_com_0429	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0905	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0905_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_066_999_0906	ntw3_ac_b04_r7_066	true
ntw3_cav_light_066_999_0906_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_067_999_0907	ntw3_ac_b04_x7_067	true
ntw3_cav_light_067_999_0907_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_068_999_0908	ntw3_ac_b04_x7_068	true
ntw3_cav_light_068_999_0908_com_0430	ntw3_ac_b04_x7_068	true
ntw3_cav_light_068_999_0908_tow_015	ntw3_tow_b04_x8_015	true
ntw3_cav_light_068_999_0908_tow_015_com_0430	ntw3_tow_b04_x8_015	true
ntw3_cav_light_069_999_0909	ntw3_ac_b04_x7_069	true
ntw3_cav_light_069_999_0909_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_069_999_0910	ntw3_ac_b04_x7_069	true
ntw3_cav_light_069_999_0910_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_069_999_0911	ntw3_ac_b04_x7_069	true
ntw3_cav_light_069_999_0911_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_070_999_0912	ntw3_ac_b04_x7_070	true
ntw3_cav_light_070_999_0912_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_070_999_0913	ntw3_ac_b04_x7_070	true
ntw3_cav_light_070_999_0913_com_0431	ntw3_ac_b04_x7_070	true
ntw3_cav_light_070_999_0913_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_070_999_0913_tow_016_com_0431	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_011_0914	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_011_0914_com_0432	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_011_0914_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_011_0914_tow_016_com_0432	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_012_0917	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_012_0917_com_0435	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_012_0917_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_012_0917_tow_016_com_0435	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_026_0915	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_026_0915_com_0433	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_026_0915_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_026_0915_tow_016_com_0433	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_999_0916	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_999_0916_com_0434	ntw3_ac_b04_x6_071	true
ntw3_cav_light_071_999_0916_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_071_999_0916_tow_016_com_0434	ntw3_tow_b04_x8_016	true
ntw3_cav_light_072_008_0919	ntw3_ac_b04_x7_072	true
ntw3_cav_light_072_008_0919_com_0437	ntw3_ac_b04_x7_072	true
ntw3_cav_light_072_008_0919_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_072_008_0919_tow_016_com_0437	ntw3_tow_b04_x8_016	true
ntw3_cav_light_072_022_0918	ntw3_ac_b04_x7_072	true
ntw3_cav_light_072_022_0918_com_0436	ntw3_ac_b04_x7_072	true
ntw3_cav_light_072_022_0918_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_072_022_0918_tow_016_com_0436	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0920	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0920_com_0438	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0920_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0920_tow_016_com_0438	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0921	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0921_com_0439	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0921_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0921_tow_016_com_0439	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0922	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0922_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_073_999_0923	ntw3_ac_b04_x7_073	true
ntw3_cav_light_073_999_0923_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_074_999_0924	ntw3_ac_b04_x7_074	true
ntw3_cav_light_074_999_0924_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_074_999_0925	ntw3_ac_b04_x7_074	true
ntw3_cav_light_074_999_0925_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_074_999_0926	ntw3_ac_b04_x7_074	true
ntw3_cav_light_074_999_0926_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_074_999_0927	ntw3_ac_b04_x7_074	true
ntw3_cav_light_074_999_0927_tow_016	ntw3_tow_b04_x8_016	true
ntw3_cav_light_076_999_0928	ntw3_ac_a04_x5_076	true
ntw3_cav_light_076_999_0928_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_076_999_0929	ntw3_ac_a04_x5_076	true
ntw3_cav_light_076_999_0929_com_0440	ntw3_ac_a04_x5_076	true
ntw3_cav_light_076_999_0929_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_076_999_0929_tow_005_com_0440	ntw3_tow_a04_x8_005	true
ntw3_cav_light_076_999_2035	ntw3_ac_a04_x5_076	true
ntw3_cav_light_076_999_2035_com_1060	ntw3_ac_a04_x5_076	true
ntw3_cav_light_076_999_2035_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_076_999_2035_tow_005_com_1060	ntw3_tow_a04_x8_005	true
ntw3_cav_light_077_007_0930	ntw3_ac_a04_x5_077	true
ntw3_cav_light_077_007_0930_com_0441	ntw3_ac_a04_x5_077	true
ntw3_cav_light_077_007_0930_com_0442	ntw3_ac_a04_x5_077	true
ntw3_cav_light_077_007_0930_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_077_007_0930_tow_005_com_0441	ntw3_tow_a04_x8_005	true
ntw3_cav_light_077_007_0930_tow_005_com_0442	ntw3_tow_a04_x8_005	true
ntw3_cav_light_078_022_0932	ntw3_ac_a04_x5_078	true
ntw3_cav_light_078_022_0932_com_0443	ntw3_ac_a04_x5_078	true
ntw3_cav_light_078_022_0932_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_078_022_0932_tow_005_com_0443	ntw3_tow_a04_x8_005	true
ntw3_cav_light_078_999_0931	ntw3_ac_a04_x5_078	true
ntw3_cav_light_078_999_0931_tow_005	ntw3_tow_a04_x8_005	true
ntw3_cav_light_080_011_2298	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_011_2298_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_012_0933	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_012_0933_com_1289	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_012_0933_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_012_0933_tow_032_com_1289	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_012_2299	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_012_2299_com_1425	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_012_2299_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_012_2299_tow_032_com_1425	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_021_0935	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_021_0935_com_1286	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_021_0935_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_021_0935_tow_032_com_1286	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_999_0936	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_999_0936_com_1288	ntw3_ac_a03_x5_080	true
ntw3_cav_light_080_999_0936_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_080_999_0936_tow_032_com_1288	ntw3_tow_a03_x8_032	true
ntw3_cav_light_081_001_0937	ntw3_ac_a03_x5_081	true
ntw3_cav_light_081_001_0937_com_1242	ntw3_ac_a03_x5_081	true
ntw3_cav_light_081_001_0937_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_081_001_0937_tow_032_com_1242	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_001_0938	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_001_0938_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_003_0940	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_003_0940_com_1317	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_003_0940_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_003_0940_tow_032_com_1317	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_004_0941	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_004_0941_com_1316	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_004_0941_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_004_0941_tow_032_com_1316	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_014_0939	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_014_0939_com_1290	ntw3_ac_a03_x5_082	true
ntw3_cav_light_082_014_0939_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_082_014_0939_tow_032_com_1290	ntw3_tow_a03_x8_032	true
ntw3_cav_light_083_010_0942	ntw3_ac_a03_x5_083	true
ntw3_cav_light_083_010_0942_com_1323	ntw3_ac_a03_x5_083	true
ntw3_cav_light_083_010_0942_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_083_010_0942_tow_032_com_1323	ntw3_tow_a03_x8_032	true
ntw3_cav_light_083_013_0943	ntw3_ac_a03_x5_083	true
ntw3_cav_light_083_013_0943_com_1322	ntw3_ac_a03_x5_083	true
ntw3_cav_light_083_013_0943_tow_032	ntw3_tow_a03_x8_032	true
ntw3_cav_light_083_013_0943_tow_032_com_1322	ntw3_tow_a03_x8_032	true
ntw3_cav_light_084_004_0944	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_004_0944_com_1262	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_004_0944_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_004_0944_tow_033_com_1262	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_005_0945	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_005_0945_com_1268	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_005_0945_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_005_0945_tow_033_com_1268	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_006_0946	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_006_0946_com_1261	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_006_0946_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_006_0946_tow_033_com_1261	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_010_0947	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_010_0947_com_1264	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_010_0947_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_010_0947_tow_033_com_1264	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_011_0948	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_011_0948_com_1263	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_011_0948_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_011_0948_tow_033_com_1263	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_023_0950	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_023_0950_com_1265	ntw3_ac_a03_x6_084	true
ntw3_cav_light_084_023_0950_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_084_023_0950_tow_033_com_1265	ntw3_tow_a03_x8_033	true
ntw3_cav_light_085_008_0951	ntw3_ac_a03_x6_085	true
ntw3_cav_light_085_008_0951_com_1244	ntw3_ac_a03_x6_085	true
ntw3_cav_light_085_008_0951_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_085_008_0951_tow_033_com_1244	ntw3_tow_a03_x8_033	true
ntw3_cav_light_085_009_0952	ntw3_ac_a03_x6_085	true
ntw3_cav_light_085_009_0952_com_1245	ntw3_ac_a03_x6_085	true
ntw3_cav_light_085_009_0952_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_085_009_0952_tow_033_com_1245	ntw3_tow_a03_x8_033	true
ntw3_cav_light_085_012_0953	ntw3_ac_a03_x6_085	true
ntw3_cav_light_085_012_0953_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_002_0954	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_002_0954_com_1246	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_002_0954_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_002_0954_tow_033_com_1246	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_005_0956	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_005_0956_com_1252	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_005_0956_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_005_0956_tow_033_com_1252	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_008_0957	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_008_0957_com_1248	ntw3_ac_a03_x6_086	true
ntw3_cav_light_086_008_0957_tow_033	ntw3_tow_a03_x8_033	true
ntw3_cav_light_086_008_0957_tow_033_com_1248	ntw3_tow_a03_x8_033	true
