unit_key,faction_key,army_corps_name,unit_name,is_tow_variant,encoded_staff_rank,command_stars,command_star_icon_path,command_star_strip_path,command_star_layout,base_mp_cost,unit_cap,recommended_placement,placement_basis,permission_table,permission_source_line,land_unit_table,land_unit_source_lines,rating_table,rating_source_lines,localisation_source,original_pack,original_internal_icon_path,original_extracted_path,copied_icon_path,original_sha256,existing_asset_sha256,matches_existing_asset,copy_status
ntw3_gen_staff_113_0_0149,ntw3_ac_a08_x5_113,8. Jérôme / X.C,Jérôme Bonaparte,false,0,,,,,1,1,ntw3_ac_a08_x5_113 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9096,db/units_tables/ntw3_land_units,11305,db/mp_general_command_ratings_tables/mp_general_command_ratings,,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_113_0_0149_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_113_0_0149_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_113/france_1799_1807_gen_staff_113_0_0149_icon.tga,53af1426688790403c6919da194a0c33d9c1801c6b71b540ca22178c2f4562bb,53af1426688790403c6919da194a0c33d9c1801c6b71b540ca22178c2f4562bb,true,copied_from_original_cards94
ntw3_gen_staff_114_2_0557,ntw3_ac_a08_x5_114,8. Garde impériale,Frédéric Walther,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,190,1,ntw3_ac_a08_x5_114 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9098,db/units_tables/ntw3_land_units,11307,db/mp_general_command_ratings_tables/mp_general_command_ratings,3248,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_114_2_0557_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_114_2_0557_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_114/france_1799_1807_gen_staff_114_2_0557_icon.tga,064f2209fcc1e43e1d5113a0d28d658a7b8b3c1df95271850a5618a179f3160d,064f2209fcc1e43e1d5113a0d28d658a7b8b3c1df95271850a5618a179f3160d,true,copied_from_original_cards94
ntw3_gen_staff_114_9_0150,ntw3_ac_a08_x5_114,8. Garde impériale,Napoléon Bonaparte,false,9,9,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_9.png,vertical_left,1556,1,ntw3_ac_a08_x5_114 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9100,db/units_tables/ntw3_land_units,11309,db/mp_general_command_ratings_tables/mp_general_command_ratings,3250,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franced_1806_gen_staff_114_9_0150_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franced_1806_gen_staff_114_9_0150_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_114/franced_1806_gen_staff_114_9_0150_icon.tga,b76f78105cac4d944e15e4e1cf144a4d8c35a606e32c38a8027ea9c2170f6396,b76f78105cac4d944e15e4e1cf144a4d8c35a606e32c38a8027ea9c2170f6396,true,copied_from_original_cards94
ntw3_gen_staff_115_5_0151,ntw3_ac_a08_x5_115,7. Poniatowski,Józef Poniatowski [C4],false,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,864,1,ntw3_ac_a08_x5_115 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9102,db/units_tables/ntw3_land_units,11311,db/mp_general_command_ratings_tables/mp_general_command_ratings,3252,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franc_gen_staff_115_5_0151_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franc_gen_staff_115_5_0151_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_115/franc_gen_staff_115_5_0151_icon.tga,18f872ff01af4add978f6407636b3668c37c017599d337704599164185482323,18f872ff01af4add978f6407636b3668c37c017599d337704599164185482323,true,copied_from_original_cards94
ntw3_gen_staff_242_2_0537,ntw3_ac_a08_x5_242,11. Eugène / Italie,Eugène de Beauharnais,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,145,1,ntw3_ac_a08_x5_242 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9334,db/units_tables/ntw3_land_units,11609,db/mp_general_command_ratings_tables/mp_general_command_ratings,3527,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_242_2_0537_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_242_2_0537_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_242/france_1799_1807_gen_staff_242_2_0537_icon.tga,fb462170190095e9e220d2cbfec1ddd812218e81faaa06e0890bd1121ce09658,fb462170190095e9e220d2cbfec1ddd812218e81faaa06e0890bd1121ce09658,true,copied_from_original_cards94
ntw3_gen_staff_243_3_0538,ntw3_ac_a08_x5_243,5. Marmont / XI.C,Auguste Viesse de Marmont 'Monsieur de Culfier',false,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,539,1,ntw3_ac_a08_x5_243 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9335,db/units_tables/ntw3_land_units,11610,db/mp_general_command_ratings_tables/mp_general_command_ratings,3528,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_243_3_0538_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_243_3_0538_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_243/france_1799_1807_gen_staff_243_3_0538_icon.tga,649a8c0905983c96120f28655bc2a4ad2371804adb82a4ded6a5f48e9f284606,649a8c0905983c96120f28655bc2a4ad2371804adb82a4ded6a5f48e9f284606,true,copied_from_original_cards94
ntw3_gen_staff_248_3_0556,ntw3_ac_a08_x5_248,6. Vandamme / VIII.C,Dominique Vandamme,false,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,494,1,ntw3_ac_a08_x5_248 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9344,db/units_tables/ntw3_land_units,11619,db/mp_general_command_ratings_tables/mp_general_command_ratings,3533,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_248_3_0556_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_248_3_0556_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x5_248/france_1799_1807_gen_staff_248_3_0556_icon.tga,a40a1b37f8f6f4d21f1bef280f55aa25b07072e186574cc4ff8e7aa023bfeee5,a40a1b37f8f6f4d21f1bef280f55aa25b07072e186574cc4ff8e7aa023bfeee5,true,copied_from_original_cards94
ntw3_gen_staff_116_1_0152,ntw3_ac_a08_x6_116,6. Golitsyn,Serguei Golitsyn,false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,107,1,ntw3_ac_a08_x6_116 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9104,db/units_tables/ntw3_land_units,11313,db/mp_general_command_ratings_tables/mp_general_command_ratings,3254,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/russia_gen_staff_116_1_0152_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/russia_gen_staff_116_1_0152_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a08_x6_116/russia_gen_staff_116_1_0152_icon.tga,3e26e928861e49dbd1a938a24bcde031119b47050ae7e4c9ee636b733b5f4ff8,3e26e928861e49dbd1a938a24bcde031119b47050ae7e4c9ee636b733b5f4ff8,true,copied_from_original_cards94
ntw3_gen_staff_148_6_0194,ntw3_ac_a09_x5_148,11. Soult / II.C,Jean-de-Dieu Soult 'Bras de Fer',false,6,6,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_6.png,vertical_left,710,1,ntw3_ac_a09_x5_148 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9184,db/units_tables/ntw3_land_units,11429,db/mp_general_command_ratings_tables/mp_general_command_ratings,3362,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rep_ita_gen_staff_148_6_0194_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rep_ita_gen_staff_148_6_0194_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x5_148/french_rep_ita_gen_staff_148_6_0194_icon.tga,1aeb4618b27b54d760642c61aeb4cd11ffb24f521c73764d8a66201216c30cb4,1aeb4618b27b54d760642c61aeb4cd11ffb24f521c73764d8a66201216c30cb4,true,copied_from_original_cards94
ntw3_gen_staff_140_3_0182,ntw3_ac_a09_x6_140,10. Victor / I.C,Claude-Victor Perrin 'Belle-Lune',false,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,296,1,ntw3_ac_a09_x6_140 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9166,db/units_tables/ntw3_land_units,11411,db/mp_general_command_ratings_tables/mp_general_command_ratings,3344,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/francec_gen_staff_140_3_0182_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/francec_gen_staff_140_3_0182_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_140/francec_gen_staff_140_3_0182_icon.tga,7faeb5bfefed7890ad692dea6accfceb54af1d980783f86779351f66166c643c,7faeb5bfefed7890ad692dea6accfceb54af1d980783f86779351f66166c643c,true,copied_from_original_cards94
ntw3_gen_staff_141_5_0183,ntw3_ac_a09_x6_141,9. Suchet / III.C,Louis-Gabriel Suchet,false,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,672,1,ntw3_ac_a09_x6_141 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9168,db/units_tables/ntw3_land_units,11413,db/mp_general_command_ratings_tables/mp_general_command_ratings,3346,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_141_5_0183_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_141_5_0183_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_141/france_gen_staff_141_5_0183_icon.tga,5a3b214bb660624b75e2d3fab069a2d86a03aa9ec28102cd5e3c2ce2100ac24e,5a3b214bb660624b75e2d3fab069a2d86a03aa9ec28102cd5e3c2ce2100ac24e,true,copied_from_original_cards94
ntw3_gen_staff_142_2_0186,ntw3_ac_a09_x6_142,7. Sébastiani / IV.C,Horace Sébastiani de La Porta 'le Général Surprise',false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,240,1,ntw3_ac_a09_x6_142 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9170,db/units_tables/ntw3_land_units,11415,db/mp_general_command_ratings_tables/mp_general_command_ratings,3348,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_142_2_0186_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_142_2_0186_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_142/france_gen_staff_142_2_0186_icon.tga,6609c326908adc9b04f3caa820613a00e8f34ceca56702c3de5d958cfb527d3e,6609c326908adc9b04f3caa820613a00e8f34ceca56702c3de5d958cfb527d3e,true,copied_from_original_cards94
ntw3_gen_staff_143_2_0187,ntw3_ac_a09_x6_143,6. Mortier / V.C,Édouard Mortier,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,280,1,ntw3_ac_a09_x6_143 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9172,db/units_tables/ntw3_land_units,11417,db/mp_general_command_ratings_tables/mp_general_command_ratings,3350,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_143_2_0187_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_143_2_0187_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_143/france_gen_staff_143_2_0187_icon.tga,a922d15c06d00c40fa46b3ca57d1ee81500e749c2c61d9807be53fe2e8cbd99e,a922d15c06d00c40fa46b3ca57d1ee81500e749c2c61d9807be53fe2e8cbd99e,true,copied_from_original_cards94
ntw3_gen_staff_144_5_0188,ntw3_ac_a09_x6_144,8. Ney / VI.C,Michel Ney 'le Lion rouge',false,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,756,1,ntw3_ac_a09_x6_144 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9174,db/units_tables/ntw3_land_units,11419,db/mp_general_command_ratings_tables/mp_general_command_ratings,3352,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/francec_gen_staff_144_5_0188_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/francec_gen_staff_144_5_0188_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_144/francec_gen_staff_144_5_0188_icon.tga,50301e96efe50fceeb09f5af496ad17185873107d6c3a595452a594c77459754,50301e96efe50fceeb09f5af496ad17185873107d6c3a595452a594c77459754,true,copied_from_original_cards94
ntw3_gen_staff_145_2_0189,ntw3_ac_a09_x6_145,9. Gouvion Saint-Cyr / VII.C,Laurent de Gouvion-Saint-Cyr 'l'Homme de glace',false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,187,1,ntw3_ac_a09_x6_145 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9176,db/units_tables/ntw3_land_units,11421,db/mp_general_command_ratings_tables/mp_general_command_ratings,3354,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/francec_gen_staff_145_2_0189_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/francec_gen_staff_145_2_0189_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_145/francec_gen_staff_145_2_0189_icon.tga,2970fcde299d9fe5019021a02d11456b3f7ec57de179ca821441c6b624b72b2a,2970fcde299d9fe5019021a02d11456b3f7ec57de179ca821441c6b624b72b2a,true,copied_from_original_cards94
ntw3_gen_staff_146_3_0190,ntw3_ac_a09_x6_146,5. Kellermann / TO,François-Étienne Kellermann 'le Commissaire général',false,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,593,1,ntw3_ac_a09_x6_146 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9178,db/units_tables/ntw3_land_units,11423,db/mp_general_command_ratings_tables/mp_general_command_ratings,3356,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_146_3_0190_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_146_3_0190_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_146/france_gen_staff_146_3_0190_icon.tga,c3a98a3fd629007c5e231a989e7aa27fae69ee79bc0af69055986d322de458a0,c3a98a3fd629007c5e231a989e7aa27fae69ee79bc0af69055986d322de458a0,true,copied_from_original_cards94
ntw3_gen_staff_147_4_0191,ntw3_ac_a09_x6_147,7. Joseph / CR,Jean-Baptiste Jourdan,false,4,4,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_4.png,vertical_left,633,1,ntw3_ac_a09_x6_147 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9182,db/units_tables/ntw3_land_units,11427,db/mp_general_command_ratings_tables/mp_general_command_ratings,3360,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_147_4_0191_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_147_4_0191_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_147/france_gen_staff_147_4_0191_icon.tga,e685ae7807ecb12fe4e3369218593620a6d75151414a28c81f6b0df9d1115091,e685ae7807ecb12fe4e3369218593620a6d75151414a28c81f6b0df9d1115091,true,copied_from_original_cards94
ntw3_gen_staff_147_2_0192,ntw3_ac_a09_x6_147,7. Joseph / CR,Joseph Bonaparte,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,240,1,ntw3_ac_a09_x6_147 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9180,db/units_tables/ntw3_land_units,11425,db/mp_general_command_ratings_tables/mp_general_command_ratings,3358,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_147_2_0192_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_147_2_0192_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a09_x6_147/france_gen_staff_147_2_0192_icon.tga,9c39f6e73d85ed2a2a7fa7548d187e817383ec6f4c760bcf9c87507831cda7f9,9c39f6e73d85ed2a2a7fa7548d187e817383ec6f4c760bcf9c87507831cda7f9,true,copied_from_original_cards94
ntw3_gen_staff_199_2_0226,ntw3_ac_a10_x5_199,6. Jackson / 7th,Andrew Jackson,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,280,1,ntw3_ac_a10_x5_199 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9295,db/units_tables/ntw3_land_units,11564,db/mp_general_command_ratings_tables/mp_general_command_ratings,3491,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/us_hannover_gen_staff_199_2_0226_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/us_hannover_gen_staff_199_2_0226_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a10_x5_199/us_hannover_gen_staff_199_2_0226_icon.tga,b11cf14ae317a884b86104fca5fbf664bb39c8ed25b9c83ed507fd12d1fed0e1,b11cf14ae317a884b86104fca5fbf664bb39c8ed25b9c83ed507fd12d1fed0e1,true,copied_from_original_cards94
ntw3_gen_staff_198_5_0225,ntw3_ac_a10_x6_198,7. Brown / 9th,Jacob Brown,false,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,864,1,ntw3_ac_a10_x6_198 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9293,db/units_tables/ntw3_land_units,11562,db/mp_general_command_ratings_tables/mp_general_command_ratings,3489,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/us_hannover_gen_staff_198_5_0225_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/us_hannover_gen_staff_198_5_0225_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a10_x6_198/us_hannover_gen_staff_198_5_0225_icon.tga,01aaa6108de617f5068fd95c2906c2f600a1848558afd1497002107caba7b4dc,01aaa6108de617f5068fd95c2906c2f600a1848558afd1497002107caba7b4dc,true,copied_from_original_cards94
ntw3_gen_staff_197_3_0224,ntw3_ac_a10_x7_197,5. Harrison / 8th,William Harrison,false,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,593,1,ntw3_ac_a10_x7_197 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9291,db/units_tables/ntw3_land_units,11560,db/mp_general_command_ratings_tables/mp_general_command_ratings,3487,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/us_hannover_gen_staff_197_3_0224_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/us_hannover_gen_staff_197_3_0224_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a10_x7_197/us_hannover_gen_staff_197_3_0224_icon.tga,692da65f95253bf36dc684f1983d466bfff20010a16c79f2de39e5001221ab40,692da65f95253bf36dc684f1983d466bfff20010a16c79f2de39e5001221ab40,true,copied_from_original_cards94
ntw3_gen_staff_200_1_0560,ntw3_ac_a10_x7_200,6. Smith / 10th,James Madison,false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,107,1,ntw3_ac_a10_x7_200 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9297,db/units_tables/ntw3_land_units,11566,db/mp_general_command_ratings_tables/mp_general_command_ratings,3493,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/us_hannover_gen_staff_200_1_0560_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/us_hannover_gen_staff_200_1_0560_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a10_x7_200/us_hannover_gen_staff_200_1_0560_icon.tga,03b3e3edb8428abba33bb9a7303051cc08a6e9f8688afb20485d9cce5696ef0b,03b3e3edb8428abba33bb9a7303051cc08a6e9f8688afb20485d9cce5696ef0b,true,copied_from_original_cards94
ntw3_gen_staff_200_2_0509,ntw3_ac_a10_x7_200,6. Smith / 10th,Samuel Smith,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,280,1,ntw3_ac_a10_x7_200 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9299,db/units_tables/ntw3_land_units,11568,db/mp_general_command_ratings_tables/mp_general_command_ratings,3495,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/us_hannover_gen_staff_200_2_0509_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/us_hannover_gen_staff_200_2_0509_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a10_x7_200/us_hannover_gen_staff_200_2_0509_icon.tga,76db73b376899b4e3949a062bf51ecc167fd45d117296a4bb4bc02448974b81f,76db73b376899b4e3949a062bf51ecc167fd45d117296a4bb4bc02448974b81f,true,copied_from_original_cards94
ntw3_gen_staff_131_2_0170,ntw3_ac_a11_r5_131,10. Murat / RC,Joachim Murat 'le Roi Franconi' [C4],false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,168,1,ntw3_ac_a11_r5_131 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9140,db/units_tables/ntw3_land_units,11383;11384,db/mp_general_command_ratings_tables/mp_general_command_ratings,3316;3317,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_131_2_0170_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_131_2_0170_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a11_r5_131/france_gen_staff_131_2_0170_icon.tga,5bb9e8f6da8b24a1719d028d35b75ffe10c7d16931b73890d7c2274479d5cdb4,5bb9e8f6da8b24a1719d028d35b75ffe10c7d16931b73890d7c2274479d5cdb4,true,copied_from_original_cards94
ntw3_gen_staff_117_6_0153,ntw3_ac_a11_x5_117,13. Davout / I.C,Louis Nicolas Davout 'le Maréchal de Fer',false,6,6,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_6.png,vertical_left,600,1,ntw3_ac_a11_x5_117 corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9106,db/units_tables/ntw3_land_units,11315,db/mp_general_command_ratings_tables/mp_general_command_ratings,3256,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rep_ita_gen_staff_117_6_0153_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rep_ita_gen_staff_117_6_0153_icon.tga,assets/staff_general_icons_by_corps/ntw3_ac_a11_x5_117/french_rep_ita_gen_staff_117_6_0153_icon.tga,d9968a04a8ea54c25b65354b981f9d9d30f1f9425f35284cbad6f95001ea2653,d9968a04a8ea54c25b65354b981f9d9d30f1f9425f35284cbad6f95001ea2653,true,copied_from_original_cards94
