side,theatre_order,theatre_name,theatre_basis,faction_key,canonical_source_faction_key,corps_order,army_corps_name,display_year,display_rating,theatre_display_order,source_flag_directory,available_source_flag_files,selection_flag_source_file,selection_flag_derivation,selection_flag_donor_source_faction_key,flag_tga_path,flag_png_path,post_selection_flag_source_file,post_selection_flag_tga_path,post_selection_flag_png_path
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_119,ntw3_ac_a11_fg5_119,119,10. Ney / III.C,,10,3,data/ui/flags/f_11a_ac119,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_119/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_119/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_119/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_119/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_120,ntw3_ac_a11_fi5_120,120,10. Eugène / IV.C,,10,4,data/ui/flags/f_11a_ac120,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_120/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_120/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_120/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_120/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_r5_131,ntw3_ac_a11_f5_131,131,10. Murat / RC,,10,5,data/ui/flags/f_11a_ac131,hud_left.tga|id_flag_artillery.tga|id_flag_cavalry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_r5_131/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_r5_131/flag.png,,,
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_121,ntw3_ac_a11_f5_121,121,9. Poniatowski / V.C,,9,6,data/ui/flags/f_11a_ac121,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_121/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_121/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_121/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_121/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x6_125,ntw3_ac_a11_g6_125,125,8. Victor / IX.C,,8,7,data/ui/flags/f_11a_ac125,flag_132.tga|hud_left.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x6_125/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x6_125/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x6_125/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x6_125/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x7_128,ntw3_ac_a11_a7_128,128,8. Schwarzenberg / XII.C,,8,8,data/ui/flags/f_11a_ac128,hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_128/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_128/flag.png,,,
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_123,ntw3_ac_a11_g5_123,123,7. Reynier / VII.C,,7,9,data/ui/flags/f_11a_ac123,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_123/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_123/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_123/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_123/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_124,ntw3_ac_a11_g5_124,124,7. Junot / VIII.C,,7,10,data/ui/flags/f_11a_ac124,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_124/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_124/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_124/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_124/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_130,ntw3_ac_a11_f5_130,130,7. Garde impériale,,7,11,data/ui/flags/f_11a_ac130,hud_left.tga|id_flag_artillery.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_130/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_130/flag.png,,,
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x5_122,ntw3_ac_a11_g5_122,122,6. Gouvion Saint-Cyr / VI.C,,6,12,data/ui/flags/f_11a_ac122,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_122/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_122/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_122/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x5_122/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x7_127,ntw3_ac_a11_fi7_127,127,6. Augereau / XI.C,,6,13,data/ui/flags/f_11a_ac127,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_127/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_127/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_127/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_127/post_selection_flag.png
empire,110,Russia (1812),screenshot,ntw3_ac_a11_x7_126,ntw3_ac_a11_p7_126,126,5. Macdonald / X.C,,5,14,data/ui/flags/f_11a_ac126,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_126/flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_126/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_126/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0110_russia_1812/ntw3_ac_a11_x7_126/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x6_264,ntw3_ac_a16_f6_264,264,13. Napoléon / Centre,,13,1,data/ui/flags/f_16a_ac264,flag_132.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_264/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_264/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_264/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_264/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x6_265,ntw3_ac_a16_f6_265,265,12. Ney / Nord,,12,2,data/ui/flags/f_16a_ac265,flag_132.tga|id_flag_infantry.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_265/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_265/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_265/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_265/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x6_266,ntw3_ac_a16_f6_266,266,11. Murat / Sud,,11,3,data/ui/flags/f_16a_ac266,flag_132.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_266/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_266/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_266/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_266/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x6_267,ntw3_ac_a16_f6_267,267,7. Garde impériale / Centre,,7,4,data/ui/flags/f_16a_ac267,flag_132.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_267/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_267/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_267/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_267/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x7_269,ntw3_ac_a16_s7_269,269,7. Hessen-Kassel / Slesvig,,7,5,data/ui/flags/f_16a_ac269,flag_132.tga,mini_flag.tga,same_contingent_donor_native_44x22,ntw3_ac_a07_s7_179,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x7_269/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x7_269/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x7_269/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x7_269/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x6_268,ntw3_ac_a16_fi6_268,268,6. Bertrand / Réserve,,6,6,data/ui/flags/f_16a_ac268,flag_132.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_268/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_268/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_268/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x6_268/post_selection_flag.png
empire,120,German Campaign (1813),source_block_inference,ntw3_ac_a16_x5_277,ntw3_ac_a16_f5_277,277,4. Dąbrowski,,4,7,data/ui/flags/f_16a_ac277,flag_132.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x5_277/flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x5_277/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x5_277/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0120_german_campaign_1813/ntw3_ac_a16_x5_277/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_283,ntw3_ac_a17_f6_283,283,10. Mortier / Vieille Garde,,10,1,data/ui/flags/f_17a_ac283,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_283/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_283/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_283/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_283/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_289,ntw3_ac_a17_f6_289,289,10. Victor / II.C,,10,2,data/ui/flags/f_17a_ac289,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_289/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_289/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_289/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_289/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_290,ntw3_ac_a17_f6_290,290,"9. Macdonald / XI.C,VII.C",,9,3,data/ui/flags/f_17a_ac290,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_290/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_290/flag.png,,,
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_294,ntw3_ac_a17_f6_294,294,9. Augereau / Rhône,,9,4,data/ui/flags/f_17a_ac294,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_294/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_294/flag.png,,,
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_282,ntw3_ac_a17_f6_282,282,8. Ney / Jeune Garde,,8,5,data/ui/flags/f_17a_ac282,hud_right.tga|id_flag_infantry.tga|large.dds,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_282/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_282/flag.png,,,
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_291,ntw3_ac_a17_p6_291,291,8. Soult / Pyrénées,,8,6,data/ui/flags/f_17a_ac291,flag_132.tga|hud_left.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_291/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_291/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_291/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_291/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_293,ntw3_ac_a17_f6_293,293,7. Maison / Flandres,,7,7,data/ui/flags/f_17a_ac293,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_293/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_293/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_293/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_293/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x6_292,ntw3_ac_a17_fi6_292,292,6. Eugène / Italie,,6,8,data/ui/flags/f_17a_ac292,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_292/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_292/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_292/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x6_292/post_selection_flag.png
empire,130,France (1814),screenshot,ntw3_ac_a17_x7_295,ntw3_ac_a17_x7_295,295,5. Donzelot / Sept-Îles,,5,9,data/ui/flags/f_17a_ac295,hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x7_295/flag.tga,assets/army_corps_by_theatre/empire/0130_france_1814/ntw3_ac_a17_x7_295/flag.png,,,
empire,140,Naples (1815),screenshot,ntw3_ac_a14_x6_158,ntw3_ac_a14_i6_158,158,9. Murat / Guardia reale,,9,1,data/ui/flags/f_14a_ac158,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x6_158/flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x6_158/flag.png,,,
empire,140,Naples (1815),screenshot,ntw3_ac_a14_x7_156,ntw3_ac_a14_i7_156,156,7. Carrascosa / I-II,,7,2,data/ui/flags/f_14a_ac156,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_156/flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_156/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_156/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_156/post_selection_flag.png
empire,140,Naples (1815),screenshot,ntw3_ac_a14_x7_157,ntw3_ac_a14_i7_157,157,7. Lecchi / III-IV,,7,3,data/ui/flags/f_14a_ac157,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_157/flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_157/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_157/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_157/post_selection_flag.png
empire,140,Naples (1815),screenshot,ntw3_ac_a14_x7_155,ntw3_ac_a14_f7_155,155,3. Suchet / Alpes,,3,4,data/ui/flags/f_14a_ac155,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_155/flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_155/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_155/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0140_naples_1815/ntw3_ac_a14_x7_155/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_x6_139,ntw3_ac_a12_f6_139,139,10. Garde impériale,,10,1,data/ui/flags/f_12a_ac139,flag_132.tga|hud_left.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_139/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_139/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_139/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_139/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_x6_133,ntw3_ac_a12_f6_133,133,9. Reille / II.C,,9,2,data/ui/flags/f_12a_ac133,hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_133/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_133/flag.png,,,
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_x6_132,ntw3_ac_a12_f6_132,132,8. d'Erlon / I.C,,8,3,data/ui/flags/f_12a_ac132,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_132/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_132/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_132/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_132/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_r6_138,ntw3_ac_a12_f6_138,138,8. Kellermann / III.RC,,8,4,data/ui/flags/f_12a_ac138,flag_132.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_138/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_138/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_138/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_138/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_x6_135,ntw3_ac_a12_f6_135,135,7. Gérard / IV.C,,7,5,data/ui/flags/f_12a_ac135,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_135/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_135/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_135/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_135/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_r6_137,ntw3_ac_a12_f6_137,137,7. Pajol / I.RC,,7,6,data/ui/flags/f_12a_ac137,flag_132.tga|hud_left.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_137/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_137/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_137/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_r6_137/post_selection_flag.png
empire,150,Hundred Days (1815),screenshot,ntw3_ac_a12_x6_134,ntw3_ac_a12_f6_134,134,6. Vandamme / III.C,,6,7,data/ui/flags/f_12a_ac134,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_134/flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_134/flag.png,flag_132.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_134/post_selection_flag.tga,assets/army_corps_by_theatre/empire/0150_hundred_days_1815/ntw3_ac_a12_x6_134/post_selection_flag.png
